camera_id,camera_name,source,url,ok,status,ctype,ms,err
41,Batavia,,http://api.nysmesonet.org/cam/index.php/image/nysm/BATA,True,200,image/jpeg,281,
42,Belden,,http://api.nysmesonet.org/cam/index.php/image/nysm/BELD,True,200,image/jpeg,279,
43,Belleville,,http://api.nysmesonet.org/cam/index.php/image/nysm/BELL,True,200,image/jpeg,280,
44,Belmont,,http://api.nysmesonet.org/cam/index.php/image/nysm/BELM,True,200,image/jpeg,260,
45,Berkshire,,http://api.nysmesonet.org/cam/index.php/image/nysm/BERK,True,200,image/jpeg,207,
46,Brant,,http://api.nysmesonet.org/cam/index.php/image/nysm/BRAN,True,200,image/jpeg,274,
47,Brockport,,http://api.nysmesonet.org/cam/index.php/image/nysm/BROC,True,200,image/jpeg,255,
48,Brookfield,,http://api.nysmesonet.org/cam/index.php/image/nysm/BROO,True,200,image/jpeg,275,
49,Ballston Spa,,http://api.nysmesonet.org/cam/index.php/image/nysm/BSPA,True,200,image/jpeg,275,
50,Burdett,,http://api.nysmesonet.org/cam/index.php/image/nysm/BURD,True,200,image/jpeg,241,
51,Burt,,http://api.nysmesonet.org/cam/index.php/image/nysm/BURT,True,200,image/jpeg,202,
52,Cape Vincent,,http://api.nysmesonet.org/cam/index.php/image/nysm/CAPE,True,200,image/jpeg,268,
53,Chazy,,http://api.nysmesonet.org/cam/index.php/image/nysm/CHAZ,True,200,image/jpeg,269,
54,Chestertown,,http://api.nysmesonet.org/cam/index.php/image/nysm/CHES,True,200,image/jpeg,273,
55,Cincinnatus,,http://api.nysmesonet.org/cam/index.php/image/nysm/CINC,True,200,image/jpeg,291,
56,Clifton Springs,,http://api.nysmesonet.org/cam/index.php/image/nysm/CLIF,True,200,image/jpeg,279,
57,Clymer,,http://api.nysmesonet.org/cam/index.php/image/nysm/CLYM,True,200,image/jpeg,251,
58,Cobleskill,,http://api.nysmesonet.org/cam/index.php/image/nysm/COBL,True,200,image/jpeg,261,
59,Cohocton,,http://api.nysmesonet.org/cam/index.php/image/nysm/COHO,True,200,image/jpeg,242,
60,Cold Brook,,http://api.nysmesonet.org/cam/index.php/image/nysm/COLD,True,200,image/jpeg,275,
61,Copake,,http://api.nysmesonet.org/cam/index.php/image/nysm/COPA,True,200,image/jpeg,268,
62,Copenhagen,,http://api.nysmesonet.org/cam/index.php/image/nysm/COPE,True,200,image/jpeg,307,
63,Central Square,,http://api.nysmesonet.org/cam/index.php/image/nysm/CSQR,True,200,image/jpeg,1344,
64,Delevan,,http://api.nysmesonet.org/cam/index.php/image/nysm/DELE,True,200,image/jpeg,1420,
65,Duanesburg,,http://api.nysmesonet.org/cam/index.php/image/nysm/DUAN,True,200,image/jpeg,4473,
66,East Aurora,,http://api.nysmesonet.org/cam/index.php/image/nysm/EAUR,True,200,image/jpeg,2205,
67,Edinburg,,http://api.nysmesonet.org/cam/index.php/image/nysm/EDIN,False,404,application/json,164,
68,Edwards,,http://api.nysmesonet.org/cam/index.php/image/nysm/EDWA,True,200,image/jpeg,658,
69,Elmira,,http://api.nysmesonet.org/cam/index.php/image/nysm/ELMI,True,200,image/jpeg,2504,
70,Essex,,http://api.nysmesonet.org/cam/index.php/image/nysm/ESSX,True,200,image/jpeg,5846,
71,Fayetteville,,http://api.nysmesonet.org/cam/index.php/image/nysm/FAYE,True,200,image/jpeg,2625,
72,Fredonia,,http://api.nysmesonet.org/cam/index.php/image/nysm/FRED,True,200,image/jpeg,3149,
73,Gabriels,,http://api.nysmesonet.org/cam/index.php/image/nysm/GABR,True,200,image/jpeg,5844,
74,Grove,,http://api.nysmesonet.org/cam/index.php/image/nysm/GROV,True,200,image/jpeg,2081,
75,Hammond,,http://api.nysmesonet.org/cam/index.php/image/nysm/HAMM,True,200,image/jpeg,686,
76,Harpersfield,,http://api.nysmesonet.org/cam/index.php/image/nysm/HARP,True,200,image/jpeg,233,
77,Harrisburg,,http://api.nysmesonet.org/cam/index.php/image/nysm/HARR,True,200,image/jpeg,1467,
78,Hartsville,,http://api.nysmesonet.org/cam/index.php/image/nysm/HART,True,200,image/jpeg,550,
79,Herkimer,,http://api.nysmesonet.org/cam/index.php/image/nysm/HERK,True,200,image/jpeg,3929,
80,Indian Lake,,http://api.nysmesonet.org/cam/index.php/image/nysm/ILAK,True,200,image/jpeg,278,
81,Johnstown,,http://api.nysmesonet.org/cam/index.php/image/nysm/JOHN,True,200,image/jpeg,4475,
82,Jordan,,http://api.nysmesonet.org/cam/index.php/image/nysm/JORD,True,200,image/jpeg,3905,
83,Louisville,,http://api.nysmesonet.org/cam/index.php/image/nysm/LOUI,True,200,image/jpeg,3603,
84,Malone,,http://api.nysmesonet.org/cam/index.php/image/nysm/MALO,True,200,image/jpeg,566,
85,Medina,,http://api.nysmesonet.org/cam/index.php/image/nysm/MEDI,True,200,image/jpeg,2749,
86,Morrisville,,http://api.nysmesonet.org/cam/index.php/image/nysm/MORR,True,200,image/jpeg,2081,
87,North Branch,,http://api.nysmesonet.org/cam/index.php/image/nysm/NBRA,True,200,image/jpeg,2559,
88,Olean,,http://api.nysmesonet.org/cam/index.php/image/nysm/OLEA,True,200,image/jpeg,3753,
89,Oppenheim,,http://api.nysmesonet.org/cam/index.php/image/nysm/OPPE,True,200,image/jpeg,2293,
90,Osceola,,http://api.nysmesonet.org/cam/index.php/image/nysm/OSCE,True,200,image/jpeg,536,
91,Oswego,,http://api.nysmesonet.org/cam/index.php/image/nysm/OSWE,True,200,image/jpeg,5335,
92,Otisville,,http://api.nysmesonet.org/cam/index.php/image/nysm/OTIS,True,200,image/jpeg,245,
93,Owego,,http://api.nysmesonet.org/cam/index.php/image/nysm/OWEG,True,200,image/jpeg,2502,
94,Penn Yan,,http://api.nysmesonet.org/cam/index.php/image/nysm/PENN,True,200,image/jpeg,3658,
95,Philadelphia,,http://api.nysmesonet.org/cam/index.php/image/nysm/PHIL,True,200,image/jpeg,551,
96,Potsdam,,http://api.nysmesonet.org/cam/index.php/image/nysm/POTS,True,200,image/jpeg,4783,
97,Randolph,,http://api.nysmesonet.org/cam/index.php/image/nysm/RAND,True,200,image/jpeg,401,
98,Redfield,,http://api.nysmesonet.org/cam/index.php/image/nysm/REDF,True,200,image/jpeg,1219,
99,Red Hook,,http://api.nysmesonet.org/cam/index.php/image/nysm/REDH,True,200,image/jpeg,5062,
100,Rush,,http://api.nysmesonet.org/cam/index.php/image/nysm/RUSH,True,200,image/jpeg,2747,
101,Saranac,,http://api.nysmesonet.org/cam/index.php/image/nysm/SARA,False,404,application/json,5181,
102,South Bristol,,http://api.nysmesonet.org/cam/index.php/image/nysm/SBRI,True,200,image/jpeg,5838,
103,Schaghticoke,,http://api.nysmesonet.org/cam/index.php/image/nysm/SCHA,True,200,image/jpeg,2279,
104,Schuylerville,,http://api.nysmesonet.org/cam/index.php/image/nysm/SCHU,True,200,image/jpeg,1529,
105,Sherburne,,http://api.nysmesonet.org/cam/index.php/image/nysm/SHER,True,200,image/jpeg,3531,
106,Sprakers,,http://api.nysmesonet.org/cam/index.php/image/nysm/SPRA,True,200,image/jpeg,4090,
107,Stephentown,,http://api.nysmesonet.org/cam/index.php/image/nysm/STEP,True,200,image/jpeg,2742,
108,Suffern,,http://api.nysmesonet.org/cam/index.php/image/nysm/SUFF,True,200,image/jpeg,3826,
109,Ticonderoga,,http://api.nysmesonet.org/cam/index.php/image/nysm/TICO,True,200,image/jpeg,2102,
110,Tully,,http://api.nysmesonet.org/cam/index.php/image/nysm/TULL,True,200,image/jpeg,3095,
111,Tupper Lake,,http://api.nysmesonet.org/cam/index.php/image/nysm/TUPP,True,200,image/jpeg,5326,
112,Tyrone,,http://api.nysmesonet.org/cam/index.php/image/nysm/TYRO,True,200,image/jpeg,2503,
113,Voorheesville,,http://api.nysmesonet.org/cam/index.php/image/nysm/VOOR,True,200,image/jpeg,1468,
114,Wallkill,,http://api.nysmesonet.org/cam/index.php/image/nysm/WALL,True,200,image/jpeg,5840,
115,Walton,,http://api.nysmesonet.org/cam/index.php/image/nysm/WALT,True,200,image/jpeg,1652,
116,Warsaw,,http://api.nysmesonet.org/cam/index.php/image/nysm/WARS,True,200,image/jpeg,3220,
117,Warwick,,http://api.nysmesonet.org/cam/index.php/image/nysm/WARW,True,200,image/jpeg,1858,
118,Waterloo,,http://api.nysmesonet.org/cam/index.php/image/nysm/WATE,True,200,image/jpeg,4478,
119,Wellesley Island,,http://api.nysmesonet.org/cam/index.php/image/nysm/WELL,True,200,image/jpeg,3207,
120,Westmoreland,,http://api.nysmesonet.org/cam/index.php/image/nysm/WEST,True,200,image/jpeg,2078,
121,Whiteface Mountain Base,,http://api.nysmesonet.org/cam/index.php/image/nysm/WFMB,True,200,image/jpeg,1936,
122,Whitehall,,http://api.nysmesonet.org/cam/index.php/image/nysm/WHIT,True,200,image/jpeg,5838,
123,Wolcott,,http://api.nysmesonet.org/cam/index.php/image/nysm/WOLC,True,200,image/jpeg,5832,
124,York,,http://api.nysmesonet.org/cam/index.php/image/nysm/YORK,True,200,image/jpeg,5841,
125,Melbourne Australia,http://ascims.ddns.net/allsky/,http://ascims.ddns.net/current/tmp/image.jpg,False,,,8034,ConnectTimeout: 
126,Thailand,http://astrographery.com/allsky2/,http://astrographery.com/allsky2/image.jpg,True,200,image/jpeg,981,
127,Czestochowa Poland,http://astroloty.hopto.org/allsky/,http://astroloty.hopto.org/allsky/image.jpg,True,200,image/jpeg,517,
128,Eads TN,http://astronomynightly.com/,http://astronomynightly.com/allsky/image.jpg,True,200,image/jpeg,213,
129,Plicht\u00f3w Poland,http://bmbm-home.pl/allsky/,http://bmbm-home.pl/allsky/image.jpg,True,200,image/jpeg,426,
130,Piconcillo J.D. Cassini observatory,http://bombol.space/allsky-piconcillo,http://bombol.space/allsky-piconcillo/image.jpg,True,200,image/jpeg,367,
131,Eternal Sunset,,http://boulderflatironcam.com/bfc/bfc.jpg,True,200,image/jpeg,326,
132,"Longs Peak, from Superior Colorado,",,http://boulderflatironcam.com/bfc/netcam.jpg,True,200,image/jpeg,339,
133,asama-webcam Nord,,http://bousai.maechan.net/volcano/asama/maechan2/latest.jpg,True,200,image/jpeg,1165,
134,Asama volcano,,http://bousai.maechan.net/volcano/asama/maechan2/latest.jpg?0.5350728419143707,True,200,image/jpeg,1164,
135,Ash Peaks Cam,,http://c2.com/kaweah/ash-peaks.jpg,True,200,image/jpeg,250,
136,Kaweah-Cam,,http://c2.com/kaweah/kaweah-cam_hi-rez.jpg,True,200,image/jpeg,259,
137,S Lake Tahoe,windy.com,http://c8423948.eero.online:2024/cgi-bin/CGIProxy.fcgi?cmd=snapPicture2&usr=scamoore&pwd=Searay12,True,200,image/jpeg,571,
138,Saintes,http://cam.astroclics.fr/allsky,http://cam.astroclics.fr/current/tmp/image.jpg?_ts=1767644566823,False,503,text/html; charset=iso-8859-1,4793,
139,Mount Lemmon 2,,http://camera.ac7il.org/lemmon2.jpg,True,200,image/jpeg,332,
140,Clemson University Fort Hill,,http://camera.clemson.edu/fort-hill/fullsize.jpg,False,,,8033,ConnectTimeout: 
141,Fagerfjell,,http://camera.numedal.net/fagerfjell/fagerfjell000.jpg,True,200,text/html,299,
142,Mouans-Sartoux FR,http://cameralolo.noip.me:8094/allsky,http://cameralolo.noip.me:8094/allsky/image-resize.jpg,True,200,image/jpeg,344,
143,Sunshine Village Divide Cam,,http://cameras.skibanff.com/132m.jpg,True,200,image/jpg,587,
144,abbeville,,http://cams.almeso.net/lapses/abbeville/lapseimage.jpg,True,200,image/jpeg,651,
145,albertville,,http://cams.almeso.net/lapses/albertville/lapseimage.jpg,True,200,image/jpeg,610,
146,arley,,http://cams.almeso.net/lapses/arley/lapseimage.jpg,True,200,image/jpeg,697,
147,atmore,,http://cams.almeso.net/lapses/atmore/lapseimage.jpg,True,200,image/jpeg,751,
148,Downtown Birmingham,,http://cams.almeso.net/lapses/birmingham/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,729,
149,clarkeema,,http://cams.almeso.net/lapses/clarkeema/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,728,
150,clarkejackson,,http://cams.almeso.net/lapses/clarkejackson/lapseimage.jpg,True,200,image/jpeg,649,
151,coffeeema,,http://cams.almeso.net/lapses/coffeeema/lapseimage.jpg,True,200,image/jpeg,751,
152,cooksmuseum,,http://cams.almeso.net/lapses/cooksmuseum/lapseimage.jpg,True,200,image/jpeg,563,
153,cuba,,http://cams.almeso.net/lapses/cuba/lapseimage.jpg,True,200,image/jpeg,510,
154,cullmanhighschool,,http://cams.almeso.net/lapses/cullmanhighschool/lapseimage.jpg,True,200,image/jpeg,749,
155,dekalb911,,http://cams.almeso.net/lapses/dekalb911/lapseimage.jpg,True,200,image/jpeg,696,
156,dittolanding,,http://cams.almeso.net/lapses/dittolanding/lapseimage.jpg,True,200,image/jpeg,745,
157,drakemountain,,http://cams.almeso.net/lapses/drakemountain/lapseimage.jpg,True,200,image/jpeg,746,
158,edwardslake,,http://cams.almeso.net/lapses/edwardslake/lapseimage.jpg,True,200,image/jpeg,615,
159,elmoreemaold,,http://cams.almeso.net/lapses/elmoreemaold/lapseimage.jpg,True,200,image/jpeg,740,
160,eufaula,,http://cams.almeso.net/lapses/eufaula/lapseimage.jpg,True,200,image/jpeg,746,
161,geneva,,http://cams.almeso.net/lapses/geneva/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,745,
162,Glencoe,,http://cams.almeso.net/lapses/glencoe/lapseimage.jpg,True,200,image/jpeg,562,
163,Green Mountain,,http://cams.almeso.net/lapses/greenmountain/lapseimage.jpg,True,200,image/jpeg,749,
164,guntersvilledam,,http://cams.almeso.net/lapses/guntersvilledam/lapseimage.jpg,True,200,image/jpeg,743,
165,hamilton,,http://cams.almeso.net/lapses/hamilton/lapseimage.jpg,True,200,image/jpeg,726,
166,harvest,,http://cams.almeso.net/lapses/harvest/lapseimage.jpg,True,200,image/jpeg,743,
167,hooverpattonchapel,,http://cams.almeso.net/lapses/hooverpattonchapel/lapseimage.jpg,True,200,image/jpeg,748,
168,hueytown,,http://cams.almeso.net/lapses/hueytown/lapseimage.jpg,True,200,image/jpeg,781,
169,Intermodal,,http://cams.almeso.net/lapses/intermodal/lapseimage.jpg,True,200,image/jpeg,744,
170,irondale,,http://cams.almeso.net/lapses/irondale/lapseimage.jpg,True,200,image/jpeg,743,
171,ishkooda,,http://cams.almeso.net/lapses/ishkooda/lapseimage.jpg,True,200,image/jpeg,748,
172,keelmountain,,http://cams.almeso.net/lapses/keelmountain/lapseimage.jpg,True,200,image/jpeg,787,
173,lakemartin,,http://cams.almeso.net/lapses/lakemartin/lapseimage.jpg,True,200,image/jpeg,752,
174,laydam,,http://cams.almeso.net/lapses/laydam/lapseimage.jpg,True,200,image/jpeg,726,
175,livingston,,http://cams.almeso.net/lapses/livingston/lapseimage.jpg,True,200,image/jpeg,756,
176,livingstoncentral,,http://cams.almeso.net/lapses/livingstoncentral/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,757,
177,madisoncrossroads,,http://cams.almeso.net/lapses/madisoncrossroads/lapseimage.jpg,True,200,image/jpeg,760,
178,marionema,,http://cams.almeso.net/lapses/marionema/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,750,
179,mobilemichiganave,,http://cams.almeso.net/lapses/mobilemichiganave/lapseimage.jpg,True,200,image/jpeg,750,
180,mobilenorth,,http://cams.almeso.net/lapses/mobilenorth/lapseimage.jpg,True,200,image/jpeg,791,
181,mobilewest,,http://cams.almeso.net/lapses/mobilewest/lapseimage.jpg,True,200,image/jpeg,751,
182,Monte Sano,,http://cams.almeso.net/lapses/montesano/lapseimage.jpg,True,200,image/jpeg,754,
183,montesanosouth,,http://cams.almeso.net/lapses/montesanosouth/lapseimage.jpg,True,200,image/jpeg,791,
184,montevallo,,http://cams.almeso.net/lapses/montevallo/lapseimage.jpg,True,200,image/jpeg,785,
185,montgomeryeastdale,,http://cams.almeso.net/lapses/montgomeryeastdale/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,742,
186,mountainbrook,,http://cams.almeso.net/lapses/mountainbrook/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,749,
187,New Hope,,http://cams.almeso.net/lapses/newhope/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,754,
188,newmarket,,http://cams.almeso.net/lapses/newmarket/lapseimage.jpg,True,200,image/jpeg,794,
189,oakmountain,,http://cams.almeso.net/lapses/oakmountain/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,744,
190,pisgahhighschool,,http://cams.almeso.net/lapses/pisgahhighschool/lapseimage.jpg,True,200,image/jpeg,786,
191,Rainbow Mountain,,http://cams.almeso.net/lapses/rainbowmtn/lapseimage.jpg,True,200,image/jpeg,789,
192,selmawest,,http://cams.almeso.net/lapses/selmawest/lapseimage.jpg,True,200,image/jpeg,789,
193,siloam,,http://cams.almeso.net/lapses/siloam/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,786,
194,sumternorth,,http://cams.almeso.net/lapses/sumternorth/lapseimage.jpg,True,200,image/jpeg,786,
195,thomasville,,http://cams.almeso.net/lapses/thomasville/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,785,
196,tuscaloosa,,http://cams.almeso.net/lapses/tuscaloosa/lapseimage.jpg,True,200,image/jpeg,785,
197,tuscaloosaholt,,http://cams.almeso.net/lapses/tuscaloosaholt/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,768,
198,tuscaloosasouth,,http://cams.almeso.net/lapses/tuscaloosasouth/lapseimage.jpg,True,200,image/jpeg,785,
199,unionsprings,,http://cams.almeso.net/lapses/unionsprings/lapseimage.jpg,True,200,image/jpeg,784,
200,waterloohs,,http://cams.almeso.net/lapses/waterloohs/lapseimage.jpg,True,200,image/jpeg,787,
201,wedowee,,http://cams.almeso.net/lapses/wedowee/lapseimage.jpg,True,200,image/jpeg,783,
202,Lake Louise Ski Resort - Base Cam,,http://cams.skilouise.com/cam2.jpg,True,200,image/jpeg,790,
203,Chateau Lake Louise - Roof Cam,,http://cams.skilouise.com/cam5.jpg,True,200,image/jpeg,796,
204,Lake Louise Ski Resort - Kokanee Kabin Cam,,http://cams.skilouise.com/cam6.jpg,True,200,image/jpeg,796,
205,Lake Louise Ski Resort - Paradise Top,,http://cams.skilouise.com/cam8.jpg,True,200,image/jpeg,803,
206,Lake Louise,,http://cams.skilouise.com/cam9.jpg,True,200,image/jpeg,803,
207,L&#x27Horta Nord,http://carlostapia.es/allsky,http://carlostapia.es/allsky/image.jpg,False,403,text/html,342,
208,ABC 7 News Weather and Traffic Cams,,http://cdn.abclocal.go.com/three/kgo/webcam/baybridge.jpg,True,200,image/jpeg,328,
209,Nantwich,http://celkins.duckdns.org/allsky/,http://celkins.duckdns.org/allsky/image.jpg,True,200,image/jpeg,463,
210,Triebes,http://cgrobi.duckdns.org:50000/allsky/,http://cgrobi.duckdns.org:50000/current/tmp/image.jpg,True,200,image/jpeg,505,
211,Cheyenne WY,http://cheyenneastro.killerrabbit.co/allsky,http://cheyenneastro.killerrabbit.co/allsky/image.jpg,True,200,image/jpeg,370,
212,Pueblo Tapao Quindio Colombia,http://cielotapao.boterosanchez.co.uk,http://cielotapao.boterosanchez.co.uk/image.jpg,True,200,image/jpeg,931,
213,KOAM 7 SkyWatch Cameras,,http://clientftp.wetmet.net/koam/koam/150_01_Time/wx01cam01.jpg,False,,,192,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
214,Fairbanks IARC Building,,http://climatecam.gi.alaska.edu/axis-cgi/jpg/image.cgi,True,200,image/jpeg,764,
215,Cloudcroft - Village - NE/SE 8665 FT,,http://cloudcroftwebcam.com/camera2.jpg,False,,,7339,ConnectError: All connection attempts failed
216,,,http://common.snow.com/mtncams/bc_icerink.jpg,True,200,image/jpeg,339,
217,,,http://common.snow.com/Mtncams/bc_phq.jpg,True,200,image/jpeg,346,
218,Mountain Cams,,http://common.snow.com/Mtncams/peak8vista.jpg,True,200,image/jpeg,346,
219,,,http://common.snow.com/mtncams/riverrun.jpg,True,200,image/jpeg,337,
220,Beaver Creek,,http://common.snow.com/Mtncams/spruce_saddle.jpg,True,200,image/jpeg,337,
221,Vail - Covered Bridge,,http://common.snow.com/Mtncams/TOVCoveredBridge.jpg,True,200,image/jpeg,343,
222,Fort Collins CO,http://dm42rjtq1y4.d.firewalla.org:9780/allsky/index.php,http://dm42rjtq1y4.d.firewalla.org:9780/current/tmp/image.jpg,False,,,8019,ConnectTimeout: 
223,Dobra?/Dobratsch,,http://dobratsch.it-wms.com/big_current2.jpg,True,200,image/jpeg,465,
224,Llanasa Wales,http://drrgriffiths.ddns.net,http://drrgriffiths.ddns.net/allsky/image.jpg,True,200,image/jpeg,5838,
225,Krak\u00f3w - around,http://e2rd.piekielko.pl/allsky1/,http://e2rd.piekielko.pl/allsky1/image.jpg,True,200,image/jpeg,483,
226,Edmonton River (North West),,http://easweb.eas.ualberta.ca/camera/live/camera-nw.jpg,True,200,image/jpeg,388,
227,Edmonton River (West),,http://easweb.eas.ualberta.ca/camera/live/camera-w.jpg,True,200,image/jpeg,388,
228,Nideggen,http://ekbyasodr61r2xgg.myfritz.net:9595/allsky/,http://ekbyasodr61r2xgg.myfritz.net:9595/current/tmp/image.jpg,True,200,image/jpeg,873,
229,Bald Mesa Camera,,http://eldesierto.org/BaldMesa.jpg,True,200,image/jpeg,377,
230,Mesa Verde,,http://eldesierto.org/Mverde.jpg,True,200,image/jpeg,384,
231,Repeater Peak Utah,,http://eldesierto.org/RpeakUT.jpg,True,200,image/jpeg,380,
232,BaÅ¡ko jezero / Faakersee,,http://faakersee.it-wms.com/big_current1.jpg,True,200,image/jpeg,455,
233,BaÅ¡ko jezero / Faakersee,,http://faakersee.it-wms.com/big_current2.jpg,True,200,image/jpeg,454,
234,BaÅ¡ko jezero / Faakersee,,http://faakersee.it-wms.com/big_current3.jpg,True,200,image/jpeg,451,
235,Lavik,,http://fjordcam.nedernorge.net/webcam.jpg,True,200,image/jpeg,854,
236,,,http://flightcam1.pr.erau.edu/jpg/image.jpg,True,200,image/jpeg,526,
237,Leikanger - Hamre,,http://flypg.no/capture1.jpg,True,200,image/jpeg,795,
238,"Forsyth County-Greensboro-Winston Salem-High Point, NC",,http://forsyth.cc/EAP/Images/hazecam/NC_1.JPG,True,200,image/jpeg,481,
